Sno,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
99,-0.339581412,0.194485531,-0.00496138,-2.113257894,0.127673217,-0.003435985,10.73779436,0.589815067,-0.002229645,4.983429189,-0.079204979,9.893530458,0.272904729,-0.008025076,10.54135996,-0.20559891
100,-0.353790053,0.199119387,-0.005310846,-1.468522339,0.103390084,-0.003704201,10.588478,0.608608613,-0.002702271,3.885405535,-0.019804893,9.808554189,0.289545737,-0.009954224,9.654255913,-0.151439989
101,0.049995424,0.177623435,-0.004827803,-1.34138948,0.116730376,-0.004584346,11.34899802,0.585869654,-0.003401902,2.457653139,0.042092789,12.01756325,0.158827239,-0.007292643,9.735954785,-0.178862763
102,-0.996764454,0.179105153,-0.002428664,-2.047015718,0.119045391,-0.003193664,11.23459122,0.595634837,-0.003457011,3.604302315,-0.016900123,10.76193518,0.230112782,-0.007920516,6.051783889,-0.025142985
103,0.02305908,0.155569955,-0.003718362,-2.519981435,0.12271874,-0.002180922,11.44545031,0.598587065,-0.004461545,1.080484691,0.109998868,12.56437309,0.175052747,-0.00995406,8.171529211,-0.127453003
104,-0.263315988,0.15971251,-0.003420306,-1.476445225,0.093214603,-0.003358447,10.49131073,0.613581763,-0.002679663,2.914420501,0.045415347,8.771953052,0.266610226,-0.005018088,10.98352788,-0.226354123
105,-0.323183297,0.173994649,-0.003911339,-1.829017387,0.119854841,-0.003448618,10.23982311,0.622211518,-0.002669976,3.831868222,-0.018558828,11.02140811,0.228884692,-0.008113879,7.29435651,-0.02923059
106,0.266903658,0.172609765,-0.00496493,-2.366581604,0.111699036,-0.00186271,11.08951144,0.582974631,-0.002600227,3.925638265,-0.032757272,7.943805806,0.307301783,-0.004649694,10.9479417,-0.209098939
107,-0.063931627,0.179834857,-0.004776441,-1.783697206,0.1236018,-0.0038285,10.85487971,0.594780666,-0.002828819,4.312194233,-0.046024125,11.95825461,0.173277238,-0.007575598,6.08261009,-0.010517808
108,0.264756955,0.170197198,-0.005178635,-1.420804916,0.091406072,-0.002993344,10.35894927,0.626624791,-0.003120198,3.465903354,-0.010504012,10.18123884,0.227335605,-0.006372721,6.985237764,-0.048245497
109,-1.092561211,0.192407077,-0.003112518,-2.404547286,0.132289227,-0.002934524,10.14318813,0.618868426,-0.002118202,4.991665137,-0.062298463,9.415309532,0.266165782,-0.006460724,6.754630353,-0.046745122
110,-0.499760705,0.191886355,-0.004396949,-1.652007329,0.09775103,-0.00290963,10.50786989,0.612660747,-0.002585849,3.203583767,0.010142641,9.474424332,0.275759756,-0.00727992,5.807442216,0.023720775
111,-0.569040476,0.180702688,-0.003761493,-1.621799528,0.098420599,-0.002855114,10.77941142,0.606326033,-0.0031709,2.771960001,0.017402595,10.68697284,0.208155988,-0.006433959,10.20147892,-0.145087314
112,-0.091660298,0.186933283,-0.004941961,-1.583833667,0.091048481,-0.002902583,10.29441938,0.622977833,-0.002880203,3.295807017,0.013002722,8.846565097,0.312887263,-0.008116961,7.040025595,-0.002289616
113,-0.819946856,0.182881265,-0.003245375,-1.956033997,0.11586485,-0.003096939,10.54691125,0.611394052,-0.002812446,3.895839013,-0.027268097,10.52078459,0.226696383,-0.007079788,9.787554901,-0.181119151
114,0.25659809,0.163567376,-0.004844146,-1.684402705,0.100746898,-0.003034598,11.05118978,0.591264608,-0.002900924,2.187136358,0.056378316,10.11627823,0.229783462,-0.006095851,12.50993591,-0.290574978
115,-0.533638938,0.190006157,-0.003987477,-0.930755284,0.091745343,-0.00422294,10.13025191,0.620964703,-0.002103512,4.998923303,-0.059134612,8.437500065,0.307644638,-0.006730502,6.826664179,-0.006913463
116,0.0343463,0.168049175,-0.004601674,-1.063981626,0.10509357,-0.004655306,10.9776107,0.590282175,-0.002856333,1.990526514,0.0626036,10.10411165,0.251052817,-0.007433321,11.53941584,-0.254671195
117,-0.298201791,0.16133667,-0.003094854,-1.139624647,0.090021423,-0.003771077,10.68098876,0.614558227,-0.003611189,1.077525108,0.105548359,10.90012552,0.214766771,-0.007579406,8.662170208,-0.116586776
118,-0.095165552,0.190122966,-0.005222378,-1.4727799,0.096194467,-0.003309787,9.768278881,0.621727461,-0.001276474,5.845926838,-0.115976813,8.257438779,0.297769311,-0.005250835,3.710245032,0.103644248
119,-0.045923071,0.186835605,-0.004913953,-1.971926169,0.130661123,-0.003735761,11.05559056,0.597580814,-0.00344926,3.36472708,-0.004741214,10.89815906,0.199090893,-0.006059158,10.19517024,-0.199765495
120,-0.795274316,0.196233982,-0.003902662,-2.247348631,0.12048644,-0.002611048,11.29012923,0.560643286,-0.001571129,1.672761381,0.089823312,10.5688918,0.199191798,-0.004388573,4.951482819,0.045977609
121,0.095192605,0.175906599,-0.005179368,-1.4826036,0.108055578,-0.004089084,10.68307752,0.603421837,-0.002664526,3.555707909,-0.009337868,9.291021215,0.292995992,-0.008564788,15.06202728,-0.394126273
122,-0.370677848,0.182762571,-0.004276051,-1.660718623,0.098399995,-0.003160063,10.36391901,0.626125219,-0.002916939,3.47700628,-0.007776745,9.616123262,0.26734777,-0.007490694,5.217169427,0.05829726
123,0.15555222,0.177564485,-0.005097907,-1.524315106,0.10248214,-0.003488073,10.85883317,0.605186573,-0.003216818,3.45485833,-0.003582884,9.669846361,0.239978929,-0.005696196,4.767884857,0.052567671
124,-0.78559369,0.184346047,-0.003534246,-1.302452834,0.096333928,-0.003671475,10.48531623,0.610596462,-0.002492685,2.519156978,0.041131266,7.906383477,0.33439153,-0.007406616,13.99044686,-0.356159489
125,0.371439128,0.164277535,-0.004973898,-1.200236236,0.084457279,-0.003554494,10.90940002,0.60214626,-0.003156595,3.603869497,-0.008845577,10.38746333,0.262163348,-0.009937662,6.006646568,0.015606201
126,-0.180554238,0.160256933,-0.003686867,-1.720609624,0.101267665,-0.002865064,10.88267455,0.610551527,-0.003646878,3.891480083,-0.013623775,9.879560294,0.242754018,-0.006252807,11.61854167,-0.247243876
127,-0.565099531,0.192350897,-0.004377501,-1.637500808,0.101956064,-0.003066086,10.11303429,0.603602717,-0.001309991,3.67823607,-0.016186192,9.094662514,0.248177049,-0.00505725,12.42266923,-0.263714072
128,-0.191497447,0.175790183,-0.004162976,-1.355206098,0.111736901,-0.004098535,10.16557853,0.620257843,-0.002266878,2.151484462,0.064577525,10.4230468,0.215720184,-0.006441875,8.058381726,-0.07473048
129,0.094373266,0.197460676,-0.006342435,-1.690299541,0.118781943,-0.003873577,10.59568641,0.601872355,-0.002227889,2.168536964,0.052122057,10.10690796,0.243407158,-0.007483676,11.29767659,-0.244755957
130,-0.179941178,0.170859936,-0.004067912,-1.846292166,0.119699121,-0.003674481,11.40115444,0.562248665,-0.00232637,4.664574534,-0.05247286,9.295345915,0.26462495,-0.006139214,12.06256086,-0.279120053
131,-0.039860529,0.177949285,-0.004802306,-1.654080372,0.108974386,-0.003491529,11.19371304,0.59503345,-0.003684563,3.318605125,0.006061815,10.76394033,0.201326692,-0.006221976,12.52962265,-0.314682305
132,-0.163041618,0.191116274,-0.005312255,-1.65147532,0.098319463,-0.003051108,10.79428996,0.58788659,-0.002092052,3.746600868,-0.015825745,11.47882967,0.232371882,-0.009288724,2.419229637,0.132607475
